OPPORTUNITY_ID,REGIONAL_OFFICE,PRODUCT_NAME,ESTIMATED_DEAL_VALUE,ESTIMATED_DEAL_SIZE_BAND,DEAL_AGE_DAYS,PIPELINE_STATUS,AGE_BUCKET,BASE_WIN_RATE_BY_SIZE,AGE_MULTIPLIER,ADJUSTED_CLOSE_PROBABILITY,EXPECTED_REVENUE_90D,IS_AT_RISK_FLAG
J1G2SZKD,West,GTX Basic,550.00,small,39,open,healthy,0.668097,1.00,0.66809700,367.4533500000,0
YMWG4Z3S,West,GTX Plus Basic,1096.00,small,38,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
PV3TH2FF,West,MG Special,55.00,small,38,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
4ZQTMS3Z,East,MG Special,55.00,small,38,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
D55HTKRU,West,GTXPro,0.00,unknown,37,open,healthy,0.631501,1.00,0.63150100,0.0000000000,0
7S8SLZDY,West,MG Special,55.00,small,34,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
L8XNQONA,West,GTX Basic,550.00,small,34,open,healthy,0.668097,1.00,0.66809700,367.4533500000,0
JVF7HZMV,West,GTX Plus Basic,1096.00,small,33,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
GQDS81G1,East,GTX Plus Pro,5482.00,medium,31,open,healthy,0.707048,1.00,0.70704800,3876.0371360000,0
LC93MVYP,West,GTX Basic,550.00,small,30,open,healthy,0.668097,1.00,0.66809700,367.4533500000,0
07GUKIG3,East,MG Special,55.00,small,26,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
RS31U03Y,West,GTX Plus Basic,1096.00,small,24,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
VL8YNHD7,West,GTX Plus Basic,1096.00,small,23,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
GMY4U7RD,West,GTX Basic,550.00,small,22,open,healthy,0.668097,1.00,0.66809700,367.4533500000,0
FZWU2I30,West,GTX Plus Pro,5482.00,medium,21,open,healthy,0.707048,1.00,0.70704800,3876.0371360000,0
PM2BF2KB,East,GTX Plus Basic,1096.00,small,18,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
IQR162ZT,West,GTX Plus Basic,1096.00,small,18,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
K9KGXL2E,West,MG Advanced,3393.00,small,18,open,healthy,0.668097,1.00,0.66809700,2266.8531210000,0
TOJ902PF,East,GTX Plus Basic,1096.00,small,16,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
J5BCAQ1Z,West,GTX Basic,550.00,small,16,open,healthy,0.668097,1.00,0.66809700,367.4533500000,0
RTWE19SU,West,GTXPro,0.00,unknown,14,open,healthy,0.631501,1.00,0.63150100,0.0000000000,0
T6MPH7JC,East,MG Special,55.00,small,14,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
NGTVHTFH,East,GTXPro,0.00,unknown,12,open,healthy,0.631501,1.00,0.63150100,0.0000000000,0
HB740BLB,West,MG Special,55.00,small,11,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
HCQK8NQ8,East,GTX Plus Basic,1096.00,small,11,open,healthy,0.668097,1.00,0.66809700,732.2343120000,0
RDHTQLNI,East,GTX Plus Pro,5482.00,medium,10,open,healthy,0.707048,1.00,0.70704800,3876.0371360000,0
DB801ISB,West,MG Special,55.00,small,9,open,healthy,0.668097,1.00,0.66809700,36.7453350000,0
6CWZFOHJ,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
3LCLVRVV,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
YIU1B39V,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
8E0VRCLW,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
G99CS23F,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
XRJ54GNR,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
GR9S7VHI,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
Q9UWOC28,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
YL29KX3L,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
OJDZN6UK,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
OM60BJ4S,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
9PDR4X2R,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
9P9ISECL,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
0D8Y5JA0,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
GNN53C6D,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
6KHIXTAD,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
5C59O9GU,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
ZQRBJVZF,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
I93XL6Q9,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
UMD1BA4S,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
E6DGJSDW,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
JHNDPI2N,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
GI94RTL5,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
10ALJD82,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
Z89NKUC7,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
47P0HBNM,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
4H8GZ075,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
UDAUS3DF,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
F4W7Z1UU,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
DW5BQ220,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
4ENCEYPG,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
EU4DPJGN,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
426EL41A,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
OXKLRULK,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
D3ZJX20X,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
V9JDJ861,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
DYXD1AXO,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
JSTHYUCD,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
JC7DDV56,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
ASDR6QEZ,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
5ELMZN3E,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
7Q90C2VN,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
ZIMT5RQ2,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
WTD6O2OR,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
OEG8QG42,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
BG0BLC6S,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
5Q2BX622,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
RSY2XLKK,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
FEEOZHT8,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
D382N39B,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
YYUJ1DCF,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
OH0HJ6KK,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
5TGQL49J,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
Y7WAFW9D,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
I8NC3RFB,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
38K5251H,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
QR63ME8L,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
I79B9KJ2,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
LABZ0UGB,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
3R4W7ZVY,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
2SZX9B7J,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
0ZG6U7MQ,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
KQPNPH8A,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
SGI0VM1F,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
DS5HZHDA,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
TLZGG7G5,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
8NI8O26G,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
9BM1CGBV,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
GSBUIL1E,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
9F9NDO41,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
IAV71BEX,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
SJE81OUR,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
R0MBBXL8,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
NR2EDMKC,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
SU8FTFLS,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
61GDYW9T,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
TFCQZ28G,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
IXW68X6Z,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
F77XD7IZ,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
LEJWV2Y5,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
CAONNFXN,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
R8V3ALA8,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
CPEYUW7V,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
5ZATE1WV,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
R1HFBU5H,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
03P9VXWG,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
RMJG8OS2,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
9L0WKMJ2,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
VAM56BG4,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
ZTCQWF53,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
LKDSEQ2Q,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
I2LEEFAM,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
1LWG4COF,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
FEL7FQQG,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
0TQP0E65,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
P95E1DOX,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
JCRT0QHO,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
MTGV7WOM,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
IEMOIN3K,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
XTXMQMRC,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
OQX98BBL,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
RH0FJYPZ,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
HD6YD6P9,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
64OXRCSR,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
EG3X1ACF,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
TJ64MOUR,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
FY0SHNZY,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
V2V69I86,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
OAECXU4A,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
XETF5BVH,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
FU2PQZR4,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
CVMNBKGH,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
LZW4N9KF,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
A4TA5P1B,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
KIKV29M0,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
PCXGIH9X,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
ODSFN0YA,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
6RQUXORL,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
74LCNGIK,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
28EJ0L9T,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
UH9TR8Y1,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
JVXGG70X,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
SYP74C5W,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
R0Q5BZ9Y,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
OT0GOR3I,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
6RN7I8ZF,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
YBWUG6QP,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
8XE8GGIW,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
IHKIAB1W,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
YKBJP191,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
P7UPCSTC,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
GEQ8IGKW,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
EYR5E7LO,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
LO8L5ELD,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
S1U1RD6K,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
R6HYAPR6,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
A8NXNY0M,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
4ROECHG6,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
FVVATY89,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
BV75OM0B,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
ZGTCQT1A,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
GR8JTX1T,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
2IRZM0LB,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
99YRLZM0,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
VJILDVVF,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
A9DGDN56,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
D01U08PR,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
LFD1ZGJ8,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
4YJKB8EC,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
DIGG7U6M,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
VMXGBINH,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
N6BT2U29,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
T12MT0HL,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
HZVVOITE,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
P6Z4X54S,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
910NLQ80,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
8IPMP8NT,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
7YOJ4KU7,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
3K70RL7Q,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
DX1M0XF0,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
5MNF16D8,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
PES548QV,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
XGMTNND1,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
6R94B0SG,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
8JL58ECD,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
KO7JWXCT,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
FGSBCJSC,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
65SMA4OZ,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
537X47QY,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
D95K3R9N,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
51HOGHF0,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
PRUFERA6,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
NST2FEF3,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
BBV196A3,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
E4YR0OE6,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
TR7WLH5Q,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
M64OQCC3,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
WR9CQB8E,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
TWWD62O3,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
7CZU8GS1,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
APXWBOOT,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
7N6AHU7C,Central,MG Special,55.00,small,,open,unknown,0.668097,0.50,0.33404850,18.3726675000,1
EJUQOEY5,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
9HA8VBAP,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
X4THRRSJ,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
3PN3YSPK,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
F6AOT0NK,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
YI92HVHO,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
39NJ6UC9,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
1XR36ESV,Central,MG Advanced,3393.00,small,,open,unknown,0.668097,0.50,0.33404850,1133.4265605000,1
RJ21Q4HO,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
NSYCCHCJ,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
ATOYVLLB,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
0M4K6F8Q,Central,GTX Basic,550.00,small,,open,unknown,0.668097,0.50,0.33404850,183.7266750000,1
TLJWMKEO,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
NXJNQ3Z9,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
HWKJ7TFJ,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
Q62STRQQ,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
9P9J2ANM,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
OJWGRIXN,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
EB393LSH,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
566X0PLZ,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
SFR7RG9V,Central,GTX Plus Basic,1096.00,small,,open,unknown,0.668097,0.50,0.33404850,366.1171560000,1
9RGWSKNU,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
49T7VKA7,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
BTDY3DHP,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
UZ7DU3D9,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
73CWPT9H,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
B7KZYEII,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
67CBAWHG,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
2WTPSQTN,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
V5PKXYWS,Central,GTX Plus Pro,5482.00,medium,,open,unknown,0.707048,0.50,0.35352400,1938.0185680000,1
EJCPWP6V,Central,GTXPro,0.00,unknown,,open,unknown,0.631501,0.50,0.31575050,0.0000000000,1
